,bug,Código.do.Município,GEOCODIGO,Município,Estado,ano,Prestadores,Serviços,"popTotalAtendida",AG002...Quantidade.de.ligações.ativas.de.água..Ligações.,AG003...Quantidade.de.economias.ativas.de.água..Economias.,AG004...Quantidade.de.ligações.ativas.de.água.micromedidas..Ligações.,AG005...Extensão.da.rede.de.água..km.,AG006...Volume.de.água.produzido..1000.m..ano.,AG007...Volume.de.água.tratada.em.ETAs..1000.m..ano.,AG008...Volume.de.água.micromedido..1000.m..ano.,AG010...Volume.de.água.consumido..1000.m..ano.,AG011...Volume.de.água.faturado..1000.m..ano.,AG012...Volume.de.água.macromedido..1000.m..ano.,AG013...Quantidade.de.economias.residenciais.ativas.de.água..Economias.,AG014...Quantidade.de.economias.ativas.de.água.micromedidas..Economias.,AG015...Volume.de.água.tratada.por.simples.desinfecção..1000.m..ano.,AG017...Volume.de.água.bruta.exportado..1000.m..ano.,AG018...Volume.de.água.tratada.importado..1000.m..ano.,AG019...Volume.de.água.tratada.exportado..1000.m..ano.,AG020...Volume.micromedido.nas.economias.residenciais.ativas.de.água..1000.m..ano.,AG021...Quantidade.de.ligações.totais.de.água..Ligações.,AG022...Quantidade.de.economias.residenciais.ativas.de.água.micromedidas..Economias.,AG024...Volume.de.serviço..1000.m..ano.,popUrbanaAtendida,AG027...Volume.de.água.fluoretada..1000.m..ano.,AG028...Consumo.total.de.energia.elétrica.nos.sistemas.de.água..1000.kWh.ano.
560,560,251396,2513968,São Domingos de Pombal,PB,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
561,561,251398,2513984,São Francisco,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÃO FRANCISCO - PMSF,Água; Res Sólidos,1578.0,489.0,491.0,0.0,4.04,46.12,30.51,0.0,39.42,58.63,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,1.61,1367.0,0.0,113.83
562,562,251400,2514008,São João do Cariri,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,3624.0,1212.0,1213.0,1067.0,8.41,162.78,154.64,96.26,111.02,165.4,0.0,1136.0,1068.0,0.0,0.0,0.0,0.0,67.42,1415.0,994.0,8.14,2336.0,0.0,332.71
563,563,251410,2514107,São João do Tigre,PB,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
564,564,251420,2514206,São José da Lagoa Tapada,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÃO JOSÉ DA LAGOA TAPADA - PMSJLT,Água; Res Sólidos,3360.0,1051.0,1055.0,904.0,9.67,144.3,137.09,74.96,96.34,137.97,133.39,1015.0,908.0,0.0,0.0,0.0,0.0,58.98,1426.0,877.0,7.22,3360.0,0.0,88.85
565,565,251430,2514305,São José de Caiana,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,3161.0,871.0,882.0,761.0,10.82,130.87,0.0,90.03,102.61,133.24,130.87,852.0,771.0,130.87,0.0,0.0,0.0,69.91,1037.0,750.0,0.0,2829.0,0.0,226.43
566,566,251440,2514404,São José de Espinharas,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,2074.0,664.0,666.0,288.0,5.77,147.69,140.31,30.53,67.36,86.12,147.69,621.0,289.0,0.0,0.0,0.0,0.0,24.17,726.0,258.0,7.39,1591.0,0.0,191.57
567,567,251450,2514503,São José de Piranhas,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25145040] Prefeitura Municipal de São José de Piranhas - PMSJP,Água; Res Sólidos,16001.0,4993.0,5044.0,4151.0,16.16,917.22,871.36,363.57,487.24,660.0,917.22,4720.0,4191.0,0.0,0.0,0.0,0.0,294.49,5377.0,3896.0,45.86,11281.0,0.0,191.57
568,568,251455,2514552,São José de Princesa,PB,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
569,569,251460,2514602,São José do Bonfim,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA,Água; Res Sólidos,2057.0,624.0,637.0,586.0,40.74,93.38,88.71,59.33,64.25,88.85,0.0,591.0,599.0,0.0,0.0,0.0,0.0,44.74,690.0,554.0,4.67,1470.0,0.0,74.15
570,570,251465,2514651,São José do Brejo do Cruz,PB,2015,[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC,Esgoto; Água; Res Sólidos,1318.0,373.0,376.0,0.0,5.7,33.3,12.64,0.0,24.3,26.61,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.67,1013.0,0.0,17.4
571,571,251470,2514701,São José do Sabugi,PB,2015,[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM,Esgoto; Água; Res Sólidos,3375.0,1010.0,1023.0,823.0,7.38,129.6,123.12,83.18,102.26,137.13,0.0,981.0,836.0,0.0,0.0,0.0,0.0,77.59,1127.0,809.0,6.48,2652.0,0.0,521.52
572,572,251480,2514800,São José dos Cordeiros,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,2487.0,876.0,880.0,876.0,3.76,117.9,112.01,72.19,82.19,115.49,0.0,818.0,880.0,0.0,0.0,0.0,0.0,55.25,950.0,818.0,5.9,1537.0,0.0,39.08
573,573,251490,2514909,São Mamede,PB,2015,[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM,Esgoto; Água; Res Sólidos,7232.0,2298.0,2344.0,1228.0,14.89,548.06,520.66,144.08,248.45,313.97,0.0,2239.0,1256.0,0.0,0.0,0.0,0.0,120.19,2552.0,1185.0,27.4,5935.0,0.0,1478.96
574,574,251510,2515104,São Sebastião de Lagoa de Roça,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB,Água; Res Sólidos,5425.0,1577.0,1677.0,1159.0,7.77,238.24,226.33,87.68,152.83,217.79,238.24,1629.0,1252.0,0.0,0.0,0.0,0.0,77.0,1800.0,1207.0,11.91,4927.0,0.0,34.57
575,575,251520,2515203,São Sebastião do Umbuzeiro,PB,2015,[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU,Água e Esgoto; Res Sólidos,2500.0,700.0,700.0,0.0,15.0,157.0,0.0,0.0,127.0,0.0,0.0,,700.0,0.0,0.0,0.0,0.0,0.0,700.0,,0.0,2100.0,0.0,0.0
576,576,251540,2515401,Seridó,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS,Água; Res Sólidos,4412.0,1236.0,1239.0,710.0,7.35,215.66,204.88,69.56,124.94,174.67,0.0,1199.0,712.0,0.0,0.0,0.0,0.0,42.7,1572.0,675.0,10.78,4412.0,0.0,289.46
577,577,251550,2515500,Serra Branca,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,10630.0,3564.0,3595.0,3442.0,16.5,522.62,496.49,301.33,425.08,500.07,233.4,3418.0,3473.0,0.0,0.0,0.0,0.0,214.41,4326.0,3307.0,26.13,8801.0,0.0,603.59
578,578,251570,2515708,Serra Grande,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG,Água; Res Sólidos,2539.0,829.0,831.0,541.0,4.8,109.21,103.75,48.53,78.51,107.97,109.21,791.0,543.0,0.0,0.0,0.0,0.0,38.12,925.0,511.0,5.46,1837.0,0.0,115.03
579,579,251600,2516003,Solânea,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA,Água; Res Sólidos,18844.0,5651.0,5738.0,4457.0,35.12,436.76,319.18,252.29,348.23,513.42,0.0,5510.0,4532.0,0.0,0.0,0.0,0.0,200.7,7665.0,4328.0,16.8,18844.0,0.0,1390.45
580,580,251610,2516102,Soledade,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS,Água; Res Sólidos,12425.0,3727.0,3823.0,3277.0,21.11,527.46,501.08,318.63,466.46,536.66,0.0,3612.0,3368.0,0.0,0.0,0.0,0.0,238.71,4487.0,3170.0,26.37,10957.0,0.0,836.74
581,581,251615,2516151,Sossêgo,PB,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
582,582,251620,2516201,Sousa,PB,2015,[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA,Água e Esgoto; Res Sólidos,61453.0,19046.0,19046.0,14975.0,343.35,0.0,0.0,2588.0,4380.0,2588.0,6998.0,17832.0,14975.0,0.0,0.0,6998.0,0.0,,20365.0,14975.0,,53637.0,6998.0,
583,583,251630,2516300,Sumé,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água e Esgoto,14948.0,5272.0,5346.0,4111.0,22.21,923.47,877.3,441.8,638.57,779.15,0.0,5050.0,4170.0,0.0,0.0,0.0,0.0,257.2,6167.0,3911.0,46.17,12788.0,0.0,2002.6
584,584,251640,2516409,Tacima,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT,Água; Res Sólidos,6037.0,1612.0,1613.0,1326.0,9.95,41.6,39.52,18.71,31.42,42.28,4.38,1556.0,1327.0,0.0,0.0,0.0,0.0,14.22,2302.0,1274.0,2.08,4606.0,0.0,100.3
585,585,251650,2516508,Taperoá,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,,0.0,0.0,0.0,16.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3893.0,0.0,0.0,NaN,0.0,342.17
586,586,251660,2516607,Tavares,PB,2015,[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU,Esgoto; Água; Res Sólidos,10383.0,3080.0,3117.0,1429.0,19.12,472.69,449.06,172.39,334.39,413.06,472.69,3001.0,1447.0,0.0,0.0,0.0,0.0,156.46,3419.0,1377.0,23.64,6834.0,0.0,796.39
587,587,251670,2516706,Teixeira,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu,Água; Res Sólidos,9520.0,2904.0,2937.0,1400.0,11.65,258.76,245.82,98.04,219.98,265.37,0.0,2825.0,1424.0,0.0,0.0,0.0,0.0,74.88,3787.0,1367.0,12.94,9520.0,0.0,278.44
588,588,251675,2516755,Tenório,PB,2015,[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT,Água e Esgoto; Res Sólidos,1200.0,472.0,472.0,0.0,5.23,100.0,0.0,0.0,80.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,1200.0,0.0,
589,589,251680,2516805,Triunfo,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT,Água; Res Sólidos,,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.0,0.0,0.0,NaN,0.0,7.25
590,590,251690,2516904,Uiraúna,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU,Água; Res Sólidos,12794.0,4025.0,4107.0,3310.0,18.7,707.82,672.43,371.24,448.98,589.83,259.75,3763.0,3383.0,0.0,0.0,0.0,0.0,293.87,4508.0,3123.0,35.39,10806.0,0.0,943.94
591,591,251700,2517001,Umbuzeiro,PB,2015,[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU,Esgoto; Água; Res Sólidos,1360.0,417.0,424.0,339.0,7.87,70.81,67.27,32.96,46.27,66.57,0.0,406.0,345.0,0.0,0.0,0.0,0.0,27.08,1282.0,328.0,3.54,1360.0,0.0,117.27
592,592,251710,2517100,Várzea,PB,2015,[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV,Esgoto; Água; Res Sólidos,2426.0,828.0,839.0,593.0,5.57,110.48,104.96,50.02,73.63,108.4,6.64,780.0,601.0,0.0,0.0,0.0,0.0,35.15,887.0,556.0,5.52,2013.0,0.0,470.09
593,593,251720,2517209,Vieirópolis,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP,Água; Res Sólidos,1186.0,363.0,368.0,309.0,2.8,45.41,26.96,35.47,41.05,52.84,12.82,336.0,314.0,0.0,0.0,0.0,0.0,28.39,431.0,289.0,1.42,1045.0,0.0,96.87
594,594,251740,2517407,Zabelê,PB,2015,[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ,Água; Res Sólidos,1566.0,430.0,430.0,0.0,5.0,300.0,0.0,0.0,600.0,0.0,0.0,250.0,0.0,0.0,0.0,300.0,300.0,0.0,430.0,0.0,0.0,1566.0,0.0,20.0
595,595,260010,2600104,Afogados da Ingazeira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI,Água; Res Sólidos,36709.0,12539.0,12767.0,12151.0,98.66,2881.67,2881.67,1121.93,1172.33,1779.67,1496.79,12089.0,12372.0,0.0,0.0,0.0,0.0,987.18,13049.0,11723.0,415.62,28668.0,0.0,1925.5
596,596,260020,2600203,Afrânio,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,9755.0,2924.0,2998.0,2909.0,23.35,423.28,423.28,269.94,273.22,407.7,423.28,2795.0,2983.0,0.0,0.0,0.0,0.0,239.69,3164.0,2782.0,10.33,6343.0,0.0,68.85
597,597,260030,2600302,Agrestina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,23436.0,7335.0,7445.0,7335.0,69.37,1127.91,1127.91,730.82,731.19,1031.02,1059.52,7211.0,7445.0,0.0,0.0,0.0,0.0,690.75,7703.0,7211.0,87.7,18136.0,0.0,23.01
598,598,260050,2600500,Águas Belas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,Água; Res Sólidos,20270.0,5881.0,5931.0,5663.0,65.03,648.35,648.35,312.53,329.67,487.07,648.06,5726.0,5709.0,0.0,0.0,0.0,0.0,289.9,7129.0,5512.0,92.59,20270.0,0.0,24.91
599,599,260060,2600609,Alagoinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA,Água; Res Sólidos,6273.0,1927.0,1999.0,800.0,17.67,1.54,0.0,0.39,1.47,3.01,0.0,1948.0,825.0,0.0,0.0,0.0,0.0,0.06,2195.0,783.0,0.0,6273.0,0.0,4.1
600,600,260080,2600807,Altinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,18190.0,6075.0,6135.0,6075.0,49.25,968.09,968.09,557.12,559.04,825.02,968.09,5964.0,6135.0,0.0,0.0,0.0,0.0,521.28,6322.0,5964.0,62.21,13075.0,0.0,1178.12
601,601,260100,2601003,Angelim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA,Água; Res Sólidos,7541.0,2332.0,2341.0,2332.0,19.25,374.21,374.21,220.2,220.2,320.32,349.78,2292.0,2341.0,0.0,0.0,0.0,0.0,210.49,2474.0,2292.0,35.71,6493.0,0.0,92.99
602,602,260110,2601102,Araripina,PE,2015,[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA,Esgoto; Água; Res Sólidos,53978.0,15114.0,15829.0,13843.0,147.2,2200.95,2200.95,1257.84,1408.21,2139.37,2020.17,14994.0,14518.0,0.0,0.0,0.0,0.0,1110.5,16900.0,13767.0,115.48,50244.0,0.0,2282.05
603,603,260120,2601201,Arcoverde,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,67787.0,19434.0,21207.0,17651.0,163.21,2312.83,0.0,1302.41,1535.19,2788.38,2158.25,20235.0,19318.0,2312.83,0.0,0.0,0.0,1167.01,21410.0,18414.0,245.25,66159.0,0.0,1743.66
604,604,260160,2601607,Belém de São Francisco,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,15175.0,4031.0,4165.0,3747.0,34.26,1133.01,1133.01,546.94,588.56,721.27,1133.01,3881.0,3865.0,0.0,0.0,0.0,0.0,470.61,5811.0,3600.0,240.96,12844.0,0.0,0.0
605,605,260170,2601706,Belo Jardim,PE,2015,[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ,Esgoto; Água; Res Sólidos,75462.0,25616.0,26344.0,24295.0,226.97,3403.41,3403.41,1578.44,1743.39,3307.69,3278.38,25156.0,24980.0,0.0,0.0,0.0,0.0,1475.24,27784.0,23881.0,181.31,60669.0,0.0,6335.37
606,606,260180,2601805,Betânia,PE,2015,[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,5691.0,1691.0,1711.0,1691.0,23.35,262.81,0.0,166.69,167.06,245.71,208.75,1664.0,1711.0,262.81,0.0,0.0,0.0,148.84,1892.0,1664.0,30.06,3878.0,0.0,183.8
607,607,260190,2601904,Bezerros,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,48789.0,16402.0,16927.0,15515.0,148.86,3722.37,3722.37,1377.47,1479.63,2308.2,3700.28,16263.0,15995.0,0.0,0.0,0.0,0.0,1265.85,18019.0,15400.0,563.02,48789.0,0.0,5407.55
608,608,260200,2602001,Bodocó,PE,2015,[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB,Esgoto; Água; Res Sólidos,17068.0,4855.0,4862.0,4582.0,39.95,773.4,773.4,502.23,535.44,731.6,773.4,4689.0,4589.0,0.0,0.0,0.0,0.0,443.62,5117.0,4420.0,19.33,13612.0,0.0,2002.02
609,609,260210,2602100,Bom Conselho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,30960.0,9096.0,9268.0,8944.0,80.13,1551.29,1551.29,1015.79,1040.66,1402.71,1229.87,8974.0,9114.0,0.0,0.0,0.0,0.0,883.8,9890.0,8822.0,98.55,30960.0,0.0,3241.43
610,610,260220,2602209,Bom Jardim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,24988.0,7616.0,7799.0,6427.0,89.73,1010.89,1010.89,375.93,468.75,706.59,1010.89,7595.0,6590.0,0.0,0.0,0.0,0.0,341.08,8602.0,6396.0,119.92,15636.0,0.0,1470.92
611,611,260240,2602407,Brejão,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,4013.0,1166.0,1181.0,1160.0,9.59,135.71,135.71,100.42,101.96,156.32,129.22,1140.0,1175.0,0.0,0.0,0.0,0.0,93.99,1310.0,1134.0,0.99,3622.0,0.0,217.54
612,612,260250,2602506,Brejinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,Água; Res Sólidos,4740.0,1550.0,1565.0,1513.0,12.37,10.33,10.33,8.07,8.44,18.97,0.0,1486.0,1528.0,0.0,0.0,0.0,0.0,5.9,1640.0,1451.0,0.44,3459.0,0.0,15.4
613,613,260260,2602605,Brejo da Madre de Deus,PE,2015,[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,27327.0,8156.0,8313.0,6305.0,105.18,576.06,575.98,373.08,567.91,895.75,524.54,8061.0,6440.0,0.08,0.0,0.0,0.0,350.63,10291.0,6216.0,74.85,27327.0,0.0,303.01
614,614,260280,2602803,Buíque,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,17066.0,4794.0,4852.0,4309.0,48.22,519.72,519.72,256.5,323.17,576.21,319.61,4650.0,4352.0,0.0,0.0,0.0,0.0,237.08,5905.0,4169.0,96.19,17066.0,0.0,1189.11
615,615,260300,2603009,Cabrobó,PE,2015,[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA,Esgoto; Água; Res Sólidos,27637.0,7833.0,7983.0,7127.0,121.99,2188.24,2188.24,838.8,926.46,1208.11,1907.68,7551.0,7275.0,0.0,0.0,0.0,0.0,747.07,8754.0,6855.0,350.92,21320.0,0.0,21843.95
616,616,260310,2603108,Cachoeirinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,17392.0,5653.0,5739.0,5653.0,48.95,613.33,613.33,480.63,480.64,764.92,613.33,5539.0,5739.0,0.0,0.0,0.0,0.0,452.77,6078.0,5539.0,17.06,16120.0,0.0,5.09
617,617,260320,2603207,Caetés,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC,Água; Res Sólidos,6536.0,1913.0,1932.0,1907.0,19.01,19.86,18.0,18.19,18.91,37.17,18.0,1889.0,1926.0,0.0,0.0,0.0,0.0,17.37,2235.0,1883.0,0.06,6536.0,0.0,1.73
618,618,260330,2603306,Calçado,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC,Água; Res Sólidos,3922.0,1229.0,1230.0,910.0,11.07,83.47,83.47,42.91,69.61,105.08,83.47,1185.0,911.0,0.0,0.0,0.0,0.0,38.93,1468.0,869.0,2.99,3814.0,0.0,11.73
619,619,260340,2603405,Calumbi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,2649.0,829.0,834.0,815.0,9.22,191.04,191.04,82.04,84.06,120.53,191.04,815.0,820.0,0.0,0.0,0.0,0.0,78.69,939.0,802.0,23.27,2217.0,0.0,64.44
620,620,260350,2603504,Camocim de São Félix,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC,Água; Res Sólidos,13072.0,4130.0,4163.0,3947.0,40.54,490.46,490.46,357.54,379.79,565.43,490.46,4022.0,3975.0,0.0,0.0,0.0,0.0,325.08,5183.0,3839.0,9.36,13072.0,0.0,598.87
621,621,260370,2603702,Canhotinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC,Água; Res Sólidos,14181.0,4271.0,4295.0,4243.0,42.09,696.85,696.85,409.33,412.81,603.51,696.85,4171.0,4266.0,0.0,0.0,0.0,0.0,364.74,4616.0,4142.0,79.63,14181.0,0.0,91.98
622,622,260380,2603801,Capoeiras,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,7092.0,2130.0,2153.0,2094.0,17.66,25.46,25.46,22.04,22.79,52.21,25.46,2038.0,2116.0,0.0,0.0,0.0,0.0,16.47,2305.0,2003.0,0.74,6392.0,0.0,170.36
623,623,260390,2603900,Carnaíba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,11972.0,3793.0,3831.0,3636.0,34.38,532.11,532.11,354.9,376.24,543.12,244.93,3639.0,3674.0,0.0,0.0,0.0,0.0,301.4,4125.0,3487.0,17.55,7929.0,0.0,1550.38
624,624,260392,2603926,Carnaubeira da Penha,PE,2015,[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,3200.0,1200.0,1200.0,0.0,12.0,138.0,0.0,0.0,138.0,0.0,0.0,1200.0,0.0,0.0,138.0,0.0,0.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0
625,625,260410,2604106,Caruaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC,Água e Esgoto; Res Sólidos,339749.0,94618.0,111263.0,83377.0,883.9,20789.2,20789.2,9992.06,11340.92,15722.84,20789.2,104538.0,98837.0,0.0,0.0,0.0,0.0,8644.71,109177.0,92824.0,1353.68,308156.0,0.0,84770.68
626,626,260415,2604155,Casinhas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC,Água; Res Sólidos,1670.0,496.0,503.0,490.0,6.17,171.92,171.92,40.03,40.7,71.79,171.92,469.0,497.0,0.0,0.0,0.0,0.0,28.45,608.0,463.0,15.94,1670.0,0.0,0.0
627,627,260430,2604304,Cedro,PE,2015,[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC,Esgoto; Água; Res Sólidos,8525.0,2413.0,2427.0,2377.0,19.88,431.54,0.0,232.47,237.4,337.42,259.07,2323.0,2391.0,431.54,0.0,0.0,0.0,218.7,2649.0,2288.0,52.62,6721.0,0.0,439.54
628,628,260450,2604502,Chã Grande,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG,Água; Res Sólidos,13598.0,3878.0,4162.0,3775.0,31.43,629.24,629.24,358.57,371.36,553.17,629.24,4023.0,4056.0,0.0,0.0,0.0,0.0,335.28,4089.0,3922.0,40.79,13598.0,0.0,291.41
629,629,260470,2604700,Correntes,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,12129.0,3187.0,3201.0,3160.0,29.3,685.15,685.15,347.48,353.58,476.48,417.11,3063.0,3174.0,0.0,0.0,0.0,0.0,308.63,3687.0,3036.0,116.8,10655.0,0.0,357.79
630,630,260490,2604908,Cumaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,7009.0,2226.0,2299.0,1942.0,22.68,621.31,621.31,184.82,217.8,328.71,621.31,2225.0,1995.0,0.0,0.0,0.0,0.0,127.25,2699.0,1924.0,67.78,6144.0,0.0,2156.69
