,Unnamed: 0,Código.do.Município,GEOCODIGO,Município,Estado,Ano.de.Referência,Prestadores,Serviços,QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água,qteParalisacoesAno,QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.,QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.,QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..,QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.,QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.,QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.,QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..,QD012...Duração.dos.extravasamentos.registrados..Horas.ano.,QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.,QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.,QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.,QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.,QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.,QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.,QD022...Duração.das.interrupções.sistemáticas..Horas.ano.,QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.,QD024...Quantidade.de.serviços.executados..Serviços.ano.,QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.,QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.,QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.,QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.,QD029...Atendimento.integral.da.portaria.518.04
595,595,260010,2600104,Afogados da Ingazeira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI,Água; Res Sólidos,Atende parcialmente,16.0,335.0,12188.0,607.0,0.0,607.0,0.0,,,,,,564.0,564.0,,,1434.0,1401.0,802687.2,607.0,0.0,564.0,
596,596,260020,2600203,Afrânio,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,264.0,0.0,264.0,16.0,,,,,,240.0,240.0,,,508.0,506.0,6520.0,264.0,0.0,240.0,
597,597,260030,2600302,Agrestina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,583.0,4.0,583.0,40.0,,,,,,696.0,696.0,,,1331.0,1301.0,52925.0,583.0,3.0,696.0,
598,598,260050,2600500,Águas Belas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,259.0,0.0,259.0,157.0,,,,,,456.0,456.0,,,478.0,447.0,56295.0,259.0,11.0,456.0,
599,599,260060,2600609,Alagoinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,917.0,855.0,383462.4,0.0,0.0,0.0,
600,600,260080,2600807,Altinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,357.0,0.0,357.0,3.0,,,,,,408.0,408.0,,,731.0,715.0,42146.0,357.0,1.0,408.0,
601,601,260100,2601003,Angelim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,122.0,0.0,122.0,3.0,,,,,,144.0,144.0,,,297.0,294.0,16603.0,122.0,4.0,144.0,
602,602,260110,2601102,Araripina,PE,2015,[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA,Esgoto; Água; Res Sólidos,Atende parcialmente,16.0,323.0,10880.0,1103.0,19.0,1103.0,299.0,358.0,2864.0,,,,1152.0,1152.0,,,4114.0,3808.0,952009.6,1103.0,18.0,1152.0,
603,603,260120,2601201,Arcoverde,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Atende parcialmente,0.0,0.0,0.0,720.0,0.0,720.0,0.0,169.0,21766.0,,,,720.0,720.0,,,23041.0,21751.0,3939085.0,720.0,9.0,720.0,
604,604,260160,2601607,Belém de São Francisco,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,504.0,0.0,504.0,2.0,,,,,,504.0,504.0,,,496.0,56.0,3391.0,504.0,5.0,504.0,
605,605,260170,2601706,Belo Jardim,PE,2015,[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ,Esgoto; Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,1032.0,51.0,1032.0,96.0,,,,,,1116.0,1116.0,,,2633.0,1994.0,,1032.0,83.0,1116.0,
606,606,260180,2601805,Betânia,PE,2015,[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,Atende parcialmente,0.0,0.0,0.0,240.0,0.0,240.0,2.0,162.0,263.0,,,,240.0,240.0,,,482.0,236.0,6539.0,240.0,0.0,240.0,
607,607,260190,2601904,Bezerros,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,460.0,10.0,459.0,2.0,,,,,,792.0,792.0,,,3575.0,3445.0,716092.0,460.0,8.0,792.0,
608,608,260200,2602001,Bodocó,PE,2015,[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB,Esgoto; Água; Res Sólidos,Atende parcialmente,14.0,206.0,4057.0,528.0,0.0,528.0,2.0,125.0,625.0,,,,528.0,528.0,,,564.0,524.0,114523.4,528.0,0.0,528.0,
609,609,260210,2602100,Bom Conselho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,631.0,1.0,631.0,117.0,,,,,,624.0,624.0,,,1286.0,1099.0,64096.0,631.0,5.0,624.0,
610,610,260220,2602209,Bom Jardim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,425.0,27.0,425.0,24.0,,,,,,600.0,600.0,,,6618.0,6166.0,638227.0,425.0,38.0,600.0,
611,611,260240,2602407,Brejão,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,120.0,0.0,120.0,26.0,,,,,,120.0,120.0,,,127.0,18.0,3733.0,120.0,0.0,120.0,
612,612,260250,2602506,Brejinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,7.0,0.0,7.0,0.0,,,,,,120.0,120.0,,,1.0,0.0,0.0,7.0,0.0,120.0,
613,613,260260,2602605,Brejo da Madre de Deus,PE,2015,[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,Atende parcialmente,0.0,0.0,0.0,579.0,0.0,579.0,73.0,525.0,6300.0,,,,600.0,600.0,,,4579.0,4231.0,1587775.8,579.0,2.0,600.0,
614,614,260280,2602803,Buíque,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,288.0,0.0,288.0,0.0,,,,,,288.0,288.0,,,1078.0,1055.0,69172.0,288.0,2.0,288.0,
615,615,260300,2603009,Cabrobó,PE,2015,[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA,Esgoto; Água; Res Sólidos,Atende parcialmente,10.0,263.0,7688.0,564.0,49.0,564.0,43.0,723.0,223.0,,,,600.0,600.0,,,1466.0,1360.0,290469.8,564.0,41.0,600.0,
616,616,260310,2603108,Cachoeirinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,494.0,0.0,494.0,39.0,,,,,,552.0,552.0,,,768.0,764.0,24769.0,494.0,1.0,552.0,
617,617,260320,2603207,Caetés,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,20.0,0.0,20.0,5.0,,,,,,120.0,120.0,,,67.0,67.0,4188.0,20.0,0.0,120.0,
618,618,260330,2603306,Calçado,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,48.0,0.0,48.0,24.0,,,,,,120.0,120.0,,,580.0,550.0,59270.0,48.0,1.0,120.0,
619,619,260340,2603405,Calumbi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,6.0,218.0,803.0,120.0,0.0,120.0,0.0,,,,,,120.0,120.0,,,116.0,16.0,683.0,120.0,0.0,120.0,
620,620,260350,2603504,Camocim de São Félix,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC,Água; Res Sólidos,Atende parcialmente,2.0,16.0,4012.0,161.0,0.0,159.0,40.0,,,,,,240.0,240.0,,,160.0,152.0,26411.0,161.0,5.0,240.0,
621,621,260370,2603702,Canhotinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,255.0,3.0,255.0,55.0,,,,,,288.0,288.0,,,364.0,360.0,18938.0,255.0,9.0,288.0,
622,622,260380,2603801,Capoeiras,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,33.0,3.0,33.0,8.0,,,,,,144.0,144.0,,,1.0,0.0,0.0,33.0,0.0,144.0,
623,623,260390,2603900,Carnaíba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,6.0,72.0,3032.0,473.0,0.0,473.0,0.0,,,,,,444.0,444.0,,,207.0,207.0,15110.0,473.0,0.0,444.0,
624,624,260392,2603926,Carnaubeira da Penha,PE,2015,[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,80.0,80.0,120.0,1.0,1.0,1.0,
625,625,260410,2604106,Caruaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC,Água e Esgoto; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,2035.0,2.0,2035.0,210.0,4057.0,47.0,,,,2112.0,2112.0,,,7544.0,5407.0,619777.0,2035.0,8.0,2112.0,
626,626,260415,2604155,Casinhas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,110.0,0.0,110.0,11.0,,,,,,120.0,120.0,,,26.0,0.0,0.0,110.0,31.0,120.0,
627,627,260430,2604304,Cedro,PE,2015,[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC,Esgoto; Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,168.0,0.0,168.0,0.0,20.0,12.0,,,,168.0,168.0,,,315.0,305.0,6401.0,168.0,0.0,168.0,
628,628,260450,2604502,Chã Grande,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,187.0,0.0,185.0,1.0,,,,,,264.0,264.0,,,411.0,357.0,74582.0,187.0,2.0,264.0,
629,629,260470,2604700,Correntes,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,444.0,0.0,444.0,31.0,,,,,,456.0,456.0,,,161.0,152.0,35124.0,444.0,2.0,456.0,
630,630,260490,2604908,Cumaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,103.0,0.0,103.0,1.0,,,,,,120.0,120.0,,,143.0,129.0,22166.0,103.0,0.0,120.0,
631,631,260500,2605004,Cupira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,455.0,0.0,455.0,241.0,,,,,,504.0,504.0,,,567.0,555.0,19469.0,455.0,6.0,504.0,
632,632,260510,2605103,Custódia,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,432.0,0.0,432.0,0.0,,,,,,432.0,432.0,,,7951.0,6871.0,1249450.0,432.0,15.0,432.0,
633,633,260515,2605152,Dormentes,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA,Água e Esgoto; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,364.0,0.0,364.0,18.0,146.0,1574.0,,,,360.0,360.0,,,709.0,581.0,11156.0,364.0,0.0,360.0,
634,634,260530,2605301,Exu,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,22.0,144.0,4327.0,400.0,0.0,400.0,1.0,,,,,,384.0,384.0,,,416.0,311.0,94796.0,400.0,0.0,384.0,
635,635,260560,2605608,Flores,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,9.0,268.0,2218.0,407.0,0.0,408.0,0.0,,,,,,360.0,360.0,,,589.0,588.0,80226.0,408.0,0.0,360.0,
636,636,260570,2605707,Floresta,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF,Água; Res Sólidos,Atende parcialmente,5.0,188.0,6699.0,528.0,0.0,528.0,0.0,,,,,,528.0,528.0,,,702.0,203.0,8491.0,528.0,0.0,528.0,
637,637,260580,2605806,Frei Miguelinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,1.0,7.0,1736.0,120.0,0.0,120.0,11.0,,,,,,120.0,120.0,,,151.0,129.0,45374.4,120.0,27.0,120.0,
638,638,260600,2606002,Garanhuns,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Atende parcialmente,0.0,0.0,0.0,1153.0,3.0,1153.0,40.0,744.0,28118.0,,,,1152.0,1152.0,,,9662.0,9045.0,1800460.0,1153.0,11.0,1152.0,
639,639,260630,2606309,Granito,PE,2015,[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,Atende parcialmente,10.0,197.0,892.0,237.0,0.0,237.0,1.0,6.0,670.0,,,,240.0,240.0,,,79.0,68.0,7799.0,237.0,0.0,240.0,
640,640,260640,2606408,Gravatá,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Atende parcialmente,3.0,40.0,31337.0,606.0,0.0,605.0,10.0,2.0,0.0,,,,948.0,948.0,,,3140.0,2884.0,596473.6,606.0,2.0,948.0,
641,641,260650,2606507,Iati,PE,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
642,642,260660,2606606,Ibimirim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,288.0,0.0,288.0,0.0,,,,,,288.0,288.0,,,641.0,636.0,20242.0,288.0,4.0,288.0,
643,643,260670,2606705,Ibirajuba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,103.0,0.0,103.0,20.0,,,,,,120.0,120.0,,,251.0,244.0,11288.0,103.0,3.0,120.0,
644,644,260690,2606903,Iguaraci,PE,2015,[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI,Esgoto; Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,264.0,0.0,264.0,9.0,0.0,0.0,,,,252.0,252.0,,,29.0,27.0,5631.0,264.0,0.0,252.0,
645,645,260700,2607000,Inajá,PE,2015,[26070011] Prefeitura Municipal de Inajá - PMI,Água e Esgoto,,9.0,103.0,,120.0,0.0,120.0,0.0,,,,,,120.0,120.0,0.0,0.0,216.0,192.0,,120.0,0.0,120.0,
646,646,260710,2607109,Ingazeira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,130.0,0.0,130.0,3.0,,,,,,120.0,120.0,,,6.0,6.0,1574.4,130.0,0.0,120.0,
647,647,260730,2607307,Ipubi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Atende parcialmente,0.0,0.0,0.0,414.0,20.0,414.0,72.0,1.0,0.0,,,,480.0,480.0,,,219.0,194.0,142072.8,414.0,0.0,480.0,
648,648,260740,2607406,Itacuruba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,132.0,0.0,132.0,0.0,,,,,,132.0,132.0,,,68.0,67.0,371.0,132.0,0.0,132.0,
649,649,260750,2607505,Itaíba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,408.0,0.0,408.0,0.0,,,,,,408.0,408.0,,,800.0,796.0,5835.0,408.0,3.0,408.0,
650,650,260770,2607703,Itapetim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
651,651,260800,2608008,Jataúba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,120.0,0.0,120.0,6.0,,,,,,120.0,120.0,,,0.0,0.0,0.0,120.0,4.0,120.0,
652,652,260805,2608057,Jatobá,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ,Água; Res Sólidos,Atende parcialmente,11.0,372.0,3362.0,120.0,0.0,120.0,0.0,,,,,,324.0,324.0,,,713.0,3.0,486.0,120.0,0.0,324.0,
653,653,260810,2608107,João Alfredo,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,3.0,97.0,6421.0,272.0,2.0,272.0,12.0,,,,,,192.0,192.0,,,3458.0,3157.0,207546.0,272.0,42.0,192.0,
654,654,260825,2608255,Jucati,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,11.0,11.0,197.0,0.0,0.0,0.0,
655,655,260830,2608305,Jupi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,24.0,0.0,24.0,7.0,,,,,,120.0,120.0,,,46.0,45.0,23092.0,24.0,0.0,120.0,
656,656,260840,2608404,Jurema,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,261.0,4.0,261.0,39.0,,,,,,288.0,288.0,,,473.0,467.0,36471.0,261.0,2.0,288.0,
657,657,260860,2608602,Lagoa do Ouro,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,144.0,0.0,144.0,8.0,,,,,,144.0,144.0,,,44.0,41.0,8980.8,144.0,0.0,144.0,
658,658,260870,2608701,Lagoa dos Gatos,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,258.0,2.0,258.0,118.0,,,,,,312.0,312.0,,,249.0,249.0,13198.0,258.0,5.0,312.0,
659,659,260875,2608750,Lagoa Grande,PE,2015,[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA,Esgoto; Água e Esgoto; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,408.0,0.0,408.0,10.0,53.0,1810.0,,,,,,,,505.0,482.0,66184.0,408.0,0.0,,
660,660,260880,2608800,Lajedo,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,2.0,44.0,11886.0,198.0,11.0,198.0,2.0,,,,,,216.0,216.0,,,2925.0,2748.0,622000.8,198.0,2.0,216.0,
661,661,260915,2609154,Manari,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,120.0,0.0,120.0,0.0,,,,,,120.0,120.0,,,144.0,141.0,4513.0,120.0,3.0,120.0,
662,662,260930,2609303,Mirandiba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,350.0,0.0,350.0,2.0,,,,,,360.0,360.0,,,885.0,270.0,8546.0,350.0,0.0,360.0,
663,663,260970,2609709,Orobó,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO,Água; Res Sólidos,Atende parcialmente,4.0,148.0,2354.0,91.0,0.0,91.0,15.0,,,,,,144.0,144.0,,,4788.0,4352.0,517793.0,91.0,3.0,144.0,
664,664,260980,2609808,Orocó,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,2.0,17.0,1529.0,120.0,0.0,120.0,30.0,,,,,,120.0,120.0,,,134.0,130.0,6345.0,120.0,0.0,120.0,
665,665,260990,2609907,Ouricuri,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO,Água; Res Sólidos,Atende parcialmente,7.0,159.0,12250.0,822.0,4.0,822.0,216.0,,,,,,816.0,816.0,,,1745.0,1711.0,208027.0,822.0,4.0,816.0,
666,666,261010,2610103,Palmeirina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,95.0,0.0,95.0,2.0,,,,,,120.0,120.0,,,160.0,157.0,7253.0,95.0,0.0,120.0,
667,667,261020,2610202,Panelas,PE,2015,[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP,Esgoto; Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,316.0,0.0,316.0,72.0,130.0,2000.0,,,,360.0,360.0,,,1661.0,1653.0,,316.0,1.0,360.0,
668,668,261030,2610301,Paranatama,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP,Água; Res Sólidos,Atende parcialmente,0.0,0.0,0.0,115.0,0.0,115.0,71.0,,,,,,120.0,120.0,,,11.0,8.0,473.0,115.0,3.0,120.0,
669,669,261040,2610400,Parnamirim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP,Água; Res Sólidos,Atende parcialmente,3.0,81.0,3350.0,312.0,50.0,312.0,36.0,,,,,,348.0,348.0,,,202.0,198.0,11794.0,312.0,41.0,348.0,
670,670,261050,2610509,Passira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,273.0,0.0,273.0,0.0,,,,,,360.0,360.0,,,757.0,615.0,160184.0,273.0,0.0,360.0,
671,671,261080,2610806,Pedra,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,91.0,90.0,1541.0,0.0,0.0,0.0,
672,672,261090,2610905,Pesqueira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP,Água; Res Sólidos,Atende parcialmente,3.0,45.0,12139.0,557.0,7.0,557.0,59.0,,,,,,600.0,600.0,,,983.0,694.0,179860.8,557.0,24.0,600.0,
673,673,261100,2611002,Petrolândia,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP,Água; Res Sólidos,Atende parcialmente,2.0,32.0,7094.0,528.0,0.0,528.0,0.0,,,,,,528.0,528.0,,,637.0,0.0,0.0,528.0,0.0,528.0,
674,674,261110,2611101,Petrolina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,Atende parcialmente,8.0,123.0,82747.0,1800.0,0.0,1800.0,52.0,15762.0,711667.0,,,,1800.0,1800.0,,,22267.0,19681.0,1294118.0,1800.0,0.0,1800.0,
675,675,261120,2611200,Poção,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,
676,676,261153,2611533,Quixaba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Atende parcialmente,5.0,174.0,1030.0,132.0,0.0,132.0,0.0,,,,,,120.0,120.0,,,73.0,73.0,5489.0,132.0,0.0,120.0,
