,Código.do.Município,GEOCODIGO,Município,Estado,Ano.de.Referência,Prestadores,Serviços,G06A...População.urbana.residente.do.s..município.s..com.abastecimento.de.água..Habitantes.,G06B...População.urbana.residente.do.s..município.s..com.esgotamento.sanitário..Habitantes.,G12A...População.total.residente.do.s..município.s..com.abastecimento.de.água..segundo.o.IBGE..Habitantes.,G12B...População.total.residente.do.s..município.s..com.esgotamento.sanitário..segundo.o.IBGE..Habitantes.,GE008...Quantidade.de.Sedes.municipais.atendidas.com.abastecimento.de.água..Sedes.,GE009...Quantidade.de.Sedes.municipais.atendidas.com.esgotamento.sanitário..Sedes.,GE010...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.abastecimento.de.água..Localidades.,GE011...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.esgotamento.sanitário..Localidades.,"popTotal",popUrbanaTotal
577,251550,2515500,Serra Branca,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,8801.0,,13564.0,,1.0,,1.0,,13564,8801
578,251570,2515708,Serra Grande,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG,Água; Res Sólidos,1837.0,,3078.0,,1.0,,0.0,,3078,1837
579,251600,2516003,Solânea,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA,Água; Res Sólidos,19362.0,,26734.0,,1.0,,0.0,,26734,19362
580,251610,2516102,Soledade,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS,Água; Res Sólidos,10957.0,,14714.0,,1.0,,0.0,,14714,10957
581,251615,2516151,Sossêgo,PB,2015,,,,,,,,,,,3475,1735
582,251620,2516201,Sousa,PB,2015,[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA,Água e Esgoto; Res Sólidos,54261.0,54261.0,68822.0,68822.0,1.0,1.0,4.0,2.0,68822,54261
583,251630,2516300,Sumé,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água e Esgoto,12788.0,12788.0,16784.0,16784.0,1.0,1.0,0.0,0.0,16784,12788
584,251640,2516409,Tacima,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT,Água; Res Sólidos,4606.0,,10822.0,,1.0,,2.0,,10822,4606
585,251650,2516508,Taperoá,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,Água,9202.0,,15376.0,,1.0,,0.0,,15376,9202
586,251660,2516607,Tavares,PB,2015,[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU,Esgoto; Água; Res Sólidos,6834.0,6834.0,14568.0,14568.0,1.0,1.0,0.0,0.0,14568,6834
587,251670,2516706,Teixeira,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu,Água; Res Sólidos,10190.0,,14974.0,,1.0,,0.0,,14974,10190
588,251675,2516755,Tenório,PB,2015,[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT,Água e Esgoto; Res Sólidos,1791.0,1791.0,3011.0,3011.0,1.0,1.0,0.0,0.0,3011,1791
589,251680,2516805,Triunfo,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT,Água; Res Sólidos,4415.0,,9447.0,,1.0,,0.0,,9447,4415
590,251690,2516904,Uiraúna,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU,Água; Res Sólidos,10806.0,,15228.0,,1.0,,0.0,,15228,10806
591,251700,2517001,Umbuzeiro,PB,2015,[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU,Esgoto; Água; Res Sólidos,4239.0,4239.0,9889.0,9889.0,1.0,1.0,0.0,0.0,9889,4239
592,251710,2517100,Várzea,PB,2015,[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV,Esgoto; Água; Res Sólidos,2013.0,2013.0,2747.0,2747.0,1.0,1.0,0.0,1.0,2747,2013
593,251720,2517209,Vieirópolis,PB,2015,[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP,Água; Res Sólidos,1045.0,,5295.0,,1.0,,0.0,,5295,1045
594,251740,2517407,Zabelê,PB,2015,[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ,Água; Res Sólidos,1566.0,,2208.0,,1.0,,0.0,,2208,1566
595,260010,2600104,Afogados da Ingazeira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI,Água; Res Sólidos,28668.0,,36709.0,,1.0,,0.0,,36709,28668
596,260020,2600203,Afrânio,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,6343.0,,19031.0,,1.0,,1.0,,19031,6343
597,260030,2600302,Agrestina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,18136.0,,24256.0,,1.0,,2.0,,24256,18136
598,260050,2600500,Águas Belas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,Água; Res Sólidos,25987.0,,42566.0,,1.0,,0.0,,42566,25987
599,260060,2600609,Alagoinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA,Água; Res Sólidos,8098.0,,14341.0,,1.0,,0.0,,14341,8098
600,260080,2600807,Altinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,13075.0,,22876.0,,1.0,,1.0,,22876,13075
601,260100,2601003,Angelim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA,Água; Res Sólidos,6493.0,,10882.0,,1.0,,0.0,,10882,6493
602,260110,2601102,Araripina,PE,2015,[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA,Esgoto; Água; Res Sólidos,50244.0,50244.0,82800.0,82800.0,1.0,1.0,5.0,6.0,82800,50244
603,260120,2601201,Arcoverde,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,66159.0,66159.0,72625.0,72625.0,1.0,1.0,0.0,0.0,72625,66159
604,260160,2601607,Belém de São Francisco,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,12844.0,,20675.0,,1.0,,1.0,,20675,12844
605,260170,2601706,Belo Jardim,PE,2015,[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ,Esgoto; Água; Res Sólidos,60669.0,60669.0,75462.0,75462.0,1.0,1.0,3.0,3.0,75462,60669
606,260180,2601805,Betânia,PE,2015,[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,3878.0,3878.0,12539.0,12539.0,1.0,1.0,2.0,0.0,12539,3878
607,260190,2601904,Bezerros,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,51197.0,,60386.0,,1.0,,1.0,,60386,51197
608,260200,2602001,Bodocó,PE,2015,[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB,Esgoto; Água; Res Sólidos,13612.0,13612.0,37317.0,37317.0,1.0,1.0,2.0,4.0,37317,13612
609,260210,2602100,Bom Conselho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,31256.0,,47760.0,,1.0,,1.0,,47760,31256
610,260220,2602209,Bom Jardim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,15636.0,,38924.0,,1.0,,2.0,,38924,15636
611,260240,2602407,Brejão,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,3622.0,,8989.0,,1.0,,0.0,,8989,3622
612,260250,2602506,Brejinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,Água; Res Sólidos,3459.0,,7464.0,,1.0,,0.0,,7464,3459
613,260260,2602605,Brejo da Madre de Deus,PE,2015,[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,38165.0,38165.0,49092.0,49092.0,1.0,1.0,4.0,3.0,49092,38165
614,260280,2602803,Buíque,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,22992.0,,56523.0,,1.0,,0.0,,56523,22992
615,260300,2603009,Cabrobó,PE,2015,[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA,Esgoto; Água; Res Sólidos,21320.0,21320.0,33247.0,33247.0,1.0,1.0,1.0,0.0,33247,21320
616,260310,2603108,Cachoeirinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,16120.0,,19951.0,,1.0,,0.0,,19951,16120
617,260320,2603207,Caetés,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC,Água; Res Sólidos,7964.0,,28145.0,,1.0,,0.0,,28145,7964
618,260330,2603306,Calçado,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC,Água; Res Sólidos,3814.0,,11136.0,,1.0,,0.0,,11136,3814
619,260340,2603405,Calumbi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,2217.0,,5745.0,,1.0,,0.0,,5745,2217
620,260350,2603504,Camocim de São Félix,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC,Água; Res Sólidos,15322.0,,18292.0,,1.0,,0.0,,18292,15322
621,260370,2603702,Canhotinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC,Água; Res Sólidos,14288.0,,24837.0,,1.0,,1.0,,24837,14288
622,260380,2603801,Capoeiras,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,6392.0,,19997.0,,1.0,,0.0,,19997,6392
623,260390,2603900,Carnaíba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,7929.0,,19318.0,,1.0,,2.0,,19318,7929
624,260392,2603926,Carnaubeira da Penha,PE,2015,[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,2120.0,2120.0,12603.0,12603.0,1.0,1.0,0.0,0.0,12603,2120
625,260410,2604106,Caruaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC,Água e Esgoto; Res Sólidos,308156.0,308156.0,347088.0,347088.0,1.0,1.0,2.0,0.0,347088,308156
626,260415,2604155,Casinhas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC,Água; Res Sólidos,1760.0,,14219.0,,1.0,,0.0,,14219,1760
627,260430,2604304,Cedro,PE,2015,[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC,Esgoto; Água; Res Sólidos,6721.0,6721.0,11515.0,11515.0,1.0,1.0,0.0,0.0,11515,6721
628,260450,2604502,Chã Grande,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG,Água; Res Sólidos,14465.0,,21274.0,,1.0,,0.0,,21274,14465
629,260470,2604700,Correntes,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,10655.0,,17968.0,,1.0,,2.0,,17968,10655
630,260490,2604908,Cumaru,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,6144.0,,13132.0,,1.0,,0.0,,13132,6144
631,260500,2605004,Cupira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,21188.0,,23841.0,,1.0,,0.0,,23841,21188
632,260510,2605103,Custódia,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC,Água; Res Sólidos,23210.0,,36184.0,,1.0,,0.0,,36184,23210
633,260515,2605152,Dormentes,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA,Água e Esgoto; Res Sólidos,6502.0,6502.0,18321.0,18321.0,1.0,1.0,2.0,0.0,18321,6502
634,260530,2605301,Exu,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,16453.0,,31928.0,,1.0,,1.0,,31928,16453
635,260560,2605608,Flores,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,9541.0,,22588.0,,1.0,,2.0,,22588,9541
636,260570,2605707,Floresta,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF,Água; Res Sólidos,21694.0,,31809.0,,1.0,,1.0,,31809,21694
637,260580,2605806,Frei Miguelinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,3589.0,,15137.0,,1.0,,0.0,,15137,3589
638,260600,2606002,Garanhuns,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,122078.0,122078.0,136949.0,136949.0,1.0,1.0,1.0,0.0,136949,122078
639,260630,2606309,Granito,PE,2015,[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,3388.0,3388.0,7308.0,7308.0,1.0,1.0,1.0,0.0,7308,3388
640,260640,2606408,Gravatá,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,73246.0,73246.0,81893.0,81893.0,1.0,1.0,0.0,0.0,81893,73246
641,260650,2606507,Iati,PE,2015,,,,,,,,,,,19010,7991
642,260660,2606606,Ibimirim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI,Água; Res Sólidos,15807.0,,28604.0,,1.0,,0.0,,28604,15807
643,260670,2606705,Ibirajuba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI,Água; Res Sólidos,3220.0,,7725.0,,1.0,,0.0,,7725,3220
644,260690,2606903,Iguaraci,PE,2015,[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI,Esgoto; Água; Res Sólidos,6296.0,6296.0,12137.0,12137.0,1.0,1.0,1.0,0.0,12137,6296
645,260700,2607000,Inajá,PE,2015,[26070011] Prefeitura Municipal de Inajá - PMI,Água e Esgoto,9147.0,9147.0,21932.0,21932.0,1.0,1.0,19.0,0.0,21932,9147
646,260710,2607109,Ingazeira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,2489.0,,4556.0,,1.0,,0.0,,4556,2489
647,260730,2607307,Ipubi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,18262.0,18262.0,29721.0,29721.0,1.0,1.0,1.0,0.0,29721,18262
648,260740,2607406,Itacuruba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,4035.0,,4754.0,,1.0,,0.0,,4754,4035
649,260750,2607505,Itaíba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI,Água; Res Sólidos,9746.0,,26412.0,,1.0,,1.0,,26412,9746
650,260770,2607703,Itapetim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI,Água; Res Sólidos,8365.0,,13780.0,,1.0,,0.0,,13780,8365
651,260800,2608008,Jataúba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,9787.0,,16858.0,,1.0,,0.0,,16858,9787
652,260805,2608057,Jatobá,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ,Água; Res Sólidos,6354.0,,14587.0,,1.0,,0.0,,14587,6354
653,260810,2608107,João Alfredo,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,16093.0,,32939.0,,1.0,,0.0,,32939,16093
654,260825,2608255,Jucati,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ,Água; Res Sólidos,2987.0,,11202.0,,1.0,,1.0,,11202,2987
655,260830,2608305,Jupi,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,8856.0,,14525.0,,1.0,,0.0,,14525,8856
656,260840,2608404,Jurema,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ,Água; Res Sólidos,9132.0,,15171.0,,1.0,,1.0,,15171,9132
657,260860,2608602,Lagoa do Ouro,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU,Água; Res Sólidos,6393.0,,12865.0,,1.0,,0.0,,12865,6393
658,260870,2608701,Lagoa dos Gatos,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,8943.0,,16161.0,,1.0,,1.0,,16161,8943
659,260875,2608750,Lagoa Grande,PE,2015,[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA,Esgoto; Água e Esgoto; Res Sólidos,11330.0,11330.0,24757.0,24757.0,1.0,1.0,1.0,2.0,24757,11330
660,260880,2608800,Lajedo,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,28277.0,,39240.0,,1.0,,1.0,,39240,28277
661,260915,2609154,Manari,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,4287.0,,20302.0,,1.0,,0.0,,20302,4287
662,260930,2609303,Mirandiba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM,Água; Res Sólidos,7535.0,,15098.0,,1.0,,1.0,,15098,7535
663,260970,2609709,Orobó,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO,Água; Res Sólidos,8515.0,,23663.0,,1.0,,0.0,,23663,8515
664,260980,2609808,Orocó,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,5060.0,,14445.0,,1.0,,0.0,,14445,5060
665,260990,2609907,Ouricuri,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO,Água; Res Sólidos,34276.0,,67676.0,,1.0,,5.0,,67676,34276
666,261010,2610103,Palmeirina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP,Água; Res Sólidos,5039.0,,7969.0,,1.0,,0.0,,7969,5039
667,261020,2610202,Panelas,PE,2015,[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP,Esgoto; Água; Res Sólidos,14410.0,14410.0,26464.0,26464.0,1.0,1.0,1.0,3.0,26464,14410
668,261030,2610301,Paranatama,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP,Água; Res Sólidos,2314.0,,11357.0,,1.0,,0.0,,11357,2314
669,261040,2610400,Parnamirim,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP,Água; Res Sólidos,8778.0,,21193.0,,1.0,,1.0,,21193,8778
670,261050,2610509,Passira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,14117.0,,28982.0,,1.0,,0.0,,28982,14117
671,261080,2610806,Pedra,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,12833.0,,22401.0,,1.0,,0.0,,22401,12833
672,261090,2610905,Pesqueira,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP,Água; Res Sólidos,47436.0,,66153.0,,1.0,,4.0,,66153,47436
673,261100,2611002,Petrolândia,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP,Água; Res Sólidos,25693.0,,35342.0,,1.0,,0.0,,35342,25693
674,261110,2611101,Petrolina,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,247544.0,247544.0,331951.0,331951.0,1.0,1.0,2.0,1.0,331951,247544
675,261120,2611200,Poção,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,7002.0,,11265.0,,1.0,,0.0,,11265,7002
676,261153,2611533,Quixaba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,2526.0,,6823.0,,1.0,,0.0,,6823,2526
677,261170,2611705,Riacho das Almas,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,9226.0,,20177.0,,1.0,,4.0,,20177,9226
678,261200,2612000,Sairé,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,5855.0,,10437.0,,1.0,,0.0,,10437,5855
679,261210,2612109,Salgadinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,3427.0,,10423.0,,1.0,,0.0,,10423,3427
680,261220,2612208,Salgueiro,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26122040] PREFEITURA MUNICIPAL DO SALGUEIRO - PMS,Água e Esgoto; Res Sólidos,48248.0,48248.0,59769.0,59769.0,1.0,1.0,5.0,0.0,59769,48248
681,261230,2612307,Saloá,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26123040] Prefeitura Municipal de Saloá   Secretaria Municipal de Meio Ambiente - PMS,Água; Res Sólidos,7885.0,,15742.0,,1.0,,0.0,,15742,7885
682,261240,2612406,Sanharó,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,14260.0,,25047.0,,1.0,,1.0,,25047,14260
683,261245,2612455,Santa Cruz,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,4860.0,,14857.0,,1.0,,2.0,,14857,4860
684,261247,2612471,Santa Cruz da Baixa Verde,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26124740] Prefeitura Municipal de Santa Cruz da    Baixa Verde - PMSCBV,Água; Res Sólidos,5549.0,,12375.0,,1.0,,1.0,,12375,5549
685,261250,2612505,Santa Cruz do Capibaribe,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,99181.0,,101485.0,,1.0,,1.0,,101485,99181
686,261255,2612554,Santa Filomena,PE,2015,[26125511] Prefeitura Municipal de Santa Filomena - PMSF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26125540] PREFEITURA MUNICIPAL DE SANTA FILOMENA - PGCM,Esgoto; Água; Res Sólidos,2359.0,2359.0,14172.0,14172.0,1.0,1.0,1.0,1.0,14172,2359
687,261260,2612604,Santa Maria da Boa Vista,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,15577.0,,41293.0,,1.0,,1.0,,41293,15577
688,261270,2612703,Santa Maria do Cambucá,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26127040] Secretaria Municipal de Saúde - SMS,Água; Res Sólidos,3477.0,,13826.0,,1.0,,1.0,,13826,3477
689,261280,2612802,Santa Terezinha,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,7274.0,,11627.0,,1.0,,0.0,,11627,7274
690,261300,2613008,São Bento do Una,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,30214.0,,57659.0,,1.0,,2.0,,57659,30214
691,261310,2613107,São Caitano,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26131040] Prefeitura Municipal de São Caetano - PMSC,Água; Res Sólidos,28222.0,,36763.0,,1.0,,1.0,,36763,28222
692,261320,2613206,São João,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,10150.0,,22403.0,,1.0,,1.0,,22403,10150
693,261330,2613305,São Joaquim do Monte,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM,Água; Res Sólidos,14593.0,,21171.0,,1.0,,1.0,,21171,14593
694,261350,2613503,São José do Belmonte,PE,2015,[26135011] Prefeitura Municipal de São José do Belmonte - PMSJB; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,16693.0,16693.0,33677.0,33677.0,1.0,1.0,3.0,4.0,33677,16693
695,261360,2613602,São José do Egito,PE,2015,[26136011] Prefeitura Municipal de São José do Egito - PMSJE; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26136040] Prefeitura Municipal de São José do Egito - PMSJE,Esgoto; Água; Res Sólidos,21971.0,21971.0,33365.0,33365.0,1.0,1.0,0.0,0.0,33365,21971
696,261390,2613909,Serra Talhada,PE,2015,[26139011] Prefeitura Municipal de Serra Talhada - PMST; [26116000] Companhia Pernambucana de Saneamento - COMPESA,Esgoto; Água,65235.0,65235.0,84352.0,84352.0,1.0,1.0,1.0,0.0,84352,65235
697,261400,2614006,Serrita,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26140040] secretaria de meio ambiente de serrita - semas,Água; Res Sólidos,6594.0,,19017.0,,1.0,,1.0,,19017,6594
698,261410,2614105,Sertânia,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,19425.0,,35367.0,,1.0,,0.0,,35367,19425
699,261430,2614303,Moreilândia,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,6906.0,,11242.0,,1.0,,0.0,,11242,6906
